0.00000000	0.00082397
0.00025000	0.00234985
0.00050000	0.00283813
0.00075000	0.00317383
0.00100000	0.00222778
0.00125000	0.00106812
0.00150000	0.00054932
0.00175000	0.00064087
0.00200000	0.00103760
0.00225000	0.00042725
0.00250000	-0.00027466
0.00275000	-0.00094604
0.00300000	-0.00161743
0.00325000	-0.00140381
0.00350000	-0.00100708
0.00375000	-0.00100708
0.00400000	-0.00094604
0.00425000	-0.00128174
0.00450000	-0.00213623
0.00475000	-0.00228882
0.00500000	-0.00164795
0.00525000	-0.00177002
0.00550000	-0.00207520
0.00575000	-0.00094604
0.00600000	0.00003052
0.00625000	0.00051880
0.00650000	0.00024414
0.00675000	-0.00039673
0.00700000	-0.00061035
0.00725000	-0.00061035
0.00750000	-0.00030518
0.00775000	0.00009155
0.00800000	0.00012207
0.00825000	-0.00015259
0.00850000	-0.00051880
0.00875000	-0.00070190
0.00900000	-0.00140381
0.00925000	-0.00164795
0.00950000	-0.00161743
0.00975000	-0.00262451
0.01000000	-0.00335693
0.01025000	-0.00265503
0.01050000	-0.00213623
0.01075000	-0.00198364
0.01100000	-0.00149536
0.01125000	-0.00070190
0.01150000	-0.00045776
0.01175000	0.00073242
0.01200000	0.00134277
0.01225000	0.00164795
0.01250000	0.00280762
0.01275000	0.00317383
0.01300000	0.00204468
0.01325000	0.00149536
0.01350000	0.00274658
0.01375000	0.00241089
0.01400000	0.00195312
0.01425000	0.00094604
0.01450000	0.00042725
0.01475000	0.00030518
0.01500000	0.00064087
0.01525000	0.00076294
0.01550000	-0.00073242
0.01575000	-0.00173950
0.01600000	-0.00277710
0.01625000	-0.00271606
0.01650000	-0.00195312
0.01675000	-0.00103760
0.01700000	-0.00030518
0.01725000	-0.00128174
0.01750000	-0.00225830
0.01775000	-0.00143433
0.01800000	-0.00045776
0.01825000	-0.00036621
0.01850000	-0.00109863
0.01875000	-0.00115967
0.01900000	-0.00042725
0.01925000	-0.00045776
0.01950000	0.00033569
0.01975000	0.00030518
0.02000000	-0.00039673
0.02025000	-0.00054932
0.02050000	-0.00122070
0.02075000	-0.00128174
0.02100000	-0.00103760
0.02125000	-0.00085449
0.02150000	-0.00054932
0.02175000	-0.00039673
0.02200000	0.00021362
0.02225000	0.00057983
0.02250000	0.00097656
0.02275000	0.00109863
0.02300000	0.00073242
0.02325000	-0.00003052
0.02350000	-0.00091553
0.02375000	-0.00036621
0.02400000	-0.00009155
0.02425000	-0.00061035
0.02450000	-0.00112915
0.02475000	-0.00067139
0.02500000	-0.00088501
0.02525000	-0.00112915
0.02550000	-0.00033569
0.02575000	0.00054932
0.02600000	0.00073242
0.02625000	0.00033569
0.02650000	-0.00018311
0.02675000	-0.00033569
0.02700000	0.00009155
0.02725000	0.00057983
0.02750000	0.00024414
0.02775000	-0.00039673
0.02800000	0.00039673
0.02825000	0.00012207
0.02850000	0.00018311
0.02875000	0.00054932
0.02900000	0.00125122
0.02925000	0.00091553
0.02950000	0.00015259
0.02975000	0.00021362
0.03000000	0.00070190
0.03025000	0.00085449
0.03050000	0.00088501
0.03075000	0.00033569
0.03100000	0.00009155
0.03125000	0.00057983
0.03150000	0.00152588
0.03175000	0.00268555
0.03200000	0.00268555
0.03225000	0.00222778
0.03250000	0.00265503
0.03275000	0.00250244
0.03300000	0.00146484
0.03325000	0.00158691
0.03350000	0.00170898
0.03375000	0.00100708
0.03400000	0.00079346
0.03425000	0.00106812
0.03450000	0.00094604
0.03475000	0.00103760
0.03500000	0.00091553
0.03525000	-0.00057983
0.03550000	-0.00210571
0.03575000	-0.00222778
0.03600000	-0.00122070
0.03625000	-0.00140381
0.03650000	-0.00247192
